id,cuisine,name,review_count,rate,recommended
C5lP--2smxLLB9UCmoq5eQ,mexican,El Patio Mexicano,7,3.5,0
VqawuFujOKEIvFAKE3nqWw,american,1605 Bistro,3,3.5,0
difsr3Yw5VVY0FyIu6Un4g,mexican,The Garret Nolita,6,3.0,0
c3D2ckzacnPtdGIM8tb-_w,italian,B Side Pizza & Wine Bar,987,4.5,1
36RURbd4JcyJfaq8pRbvXw,chinese,Golden Imperial Chinese Restaurant,7,3.5,0
1_pK5aQ47atF50oAKHADhA,thailand,Indian Accent,473,4.5,1
BGxPQKWgcNcFgn0sb9msLA,chinese,Ollies at Hiro Sushi Inc,6,2.0,0
OLa3-KQO9rHjswo55E3Jgg,italian,Trattoria La Sorrentina,491,4.5,1
CFUaimcfs4q8Y7vCkxraHg,chinese,Gordon Chen Kitchen,4,3.5,0
V_5IS9PY4tjmYk95lDWfgg,mexican,Tequilas Mexican Grill,7,3.5,0
Q9F2ocrmYuGt1yn3M7MOBw,italian,Lucali,1291,4.5,1
3X-4PyyktdlauGFQ0wdDnA,japanese,Yume Japanese Funk Bar,8,3.5,0
QZY3xdZvrhfBLPRVr6ryiQ,chinese,Lucky Star Restaurant,9,3.0,0
gvAzBcK3YZf6UQqOerqF2w,chinese,New Dragon House Chinese Restaurant,4,2.5,0
3oDDddw8eggbiEkthCRK1w,mexican,La Mexicana,3,3.5,0
XipQLDbyTl5tsLlyzAWzug,mexican,Jajaja,632,4.5,1
_LJFf9YqpYxvExTvVxb7Rw,american,The Modern,925,4.5,1
MfbVI5reXLIIs8Cc2HwgQw,mexican,Breakroom,1498,4.5,1
axqp3pGJXnTLgq2QrPyDyQ,japanese,Benemon,468,4.5,1
hmpim7DjbEBiNPKSlWpcTQ,japanese,Aizumi Sushi,5,3.5,0
ZTsN8TdMXl8SW_AKd_ablw,italian,Forno Rosso,584,4.5,1
9pMhRYYgV7E9L7pzECtJKA,british,The Drunken Munkey - UES,872,4.5,1
SUX3TMbaCOUZeR0CTHcqnQ,chinese,Khalil Halal Chinese,3,2.5,0
A2DV-AQIXRYUMu5Ak5mjxg,italian,Patzeria Family & Friends,931,4.5,1
jdNdy-MwBtnXoBGC_JVvwQ,italian,Gaia Italian Café,935,4.5,1
ETgJqJHV7BW6pIr9Ox74sA,italian,Amélie,2414,4.5,1
6Ct7OeTRn4caY9g0swFBsw,mexican,La Contenta,670,4.5,1
zj8Lq1T8KIC5zwFief15jg,italian,Prince Street Pizza,2652,4.5,1
JRiHG5F7Dc3Ce1YKBet3wA,mexican,Abajo,7,3.5,0
f8TZ_ctcSwxwW8S69YKnwg,italian,Il Bambino,1192,4.5,1
g5xFiAuPcnPjGr4Vur50qg,mexican,Tortilleria Xochitl,3,3.5,0
iNiq1vgWpEa48jlPAce8wQ,british,The Thirsty Koala,1008,4.5,1
-w4biAdR3WM63HlRSey1Ew,chinese,Jak!,6,3.0,0
FlZ1zdVEKWv7dwqm8Uw8-w,chinese,Raku,846,4.5,1
1vNfnjJjLSnXQxFUIqUocg,japanese,Kobeyaki,2,3.5,0
r3bwyyc48GoqIFYLd4gOXw,mexican,Casa Masa,3,3.0,0
laiRlkG_gfzPqLPK4gQy1g,mexican,Fresco Tortillas,2,2.5,0
tLk55gBN_UV59tVrvBABUg,chinese,Good Chinese Cuisine,2,2.0,0
ADHX7nBixDPVlq3OXhny0g,italian,Faicco's Italian Specialties,462,4.5,1
4CAJ-JvgbzBdoWq1CXtCFw,japanese,Umi Sushi,545,4.5,1
aZOXAuksT-zYgZdrTYXyVQ,mexican,Burrito Mariachi,7,2.5,0
3Ic4C60oSH1cV2jknUXSjQ,american,The Flatiron Room,725,4.5,1
1aD88qNRb08LGBkl84GQTA,mexican,Little Collins,732,4.5,1
b8a-8u_A51v2IzyjLVsx6w,american,Del Frisco's Double Eagle Steakhouse,2744,4.5,1
nUpA3sY5b6dynC7aj0eV6A,italian,Rizzo's Fine Pizza,672,4.5,1
nRO136GRieGtxz18uD61DA,british,Eleven Madison Park,2018,4.5,1
X8ZS-dgiMIJvhwf9SaDnjw,chinese,Wah Fung No 1 Fast Food,1158,4.5,1
Aazjxg21VH2cncWYBAv68Q,italian,Sottocasa Pizzeria,577,4.5,1
a-Bq_yXFVk2PptoWpmry3w,thailand,Pye Boat Noodle,697,4.5,1
JXTQTVH6ItQek5vmiDYYIA,japanese,Teriyaki One,8,3.5,0
fBOhaN4rabcM9aJg5qWM-w,chinese,Chung Ching Restaurant,8,3.5,0
SMGsYvfRNIlJc8ZgUjXQow,british,Mac Menamin's Pub,9,2.0,0
ehUuSk5gPTCQmwS_ubgKRA,italian,Upstate,1690,4.5,1
KkPanVlxtpsuG0V0IlEchg,chinese,Szechuan,2,3.5,0
8fr5FYU1ip0phERt1mrekg,japanese,Bohemian Restaurant,711,4.5,1
ehdmja52dNhEf_Yyipf0eA,mexican,Noches Mexicanas,9,3.5,0
5jWtmwlNbXLcHDU9ka2iQQ,british,Trafalgar Pub,6,2.5,0
5bLPXbIxIfkthkwiIu81CQ,japanese,Pure Poke,5,3.0,0
SULHf6nGQ8sK0UpG1XU30w,mexican,Los Tacos No.1,1062,4.5,1
-OixbLnFLCzQclxCSbUQ8w,chinese,Up Thai,1962,4.5,1
BPZfuPvSxCfoppU4lPFm0Q,japanese,DOMODOMO,820,4.5,1
vQe7_ZW_jBSWKtgSiXGIOA,chinese,Soup Dumpling Plus,656,4.5,1
mqlmAxvp0b1jEL-mWN4dVg,mexican,Freedom Mexican Restaurant,10,3.5,0
Zs-IWJ6vpGK3GcmFrBecXQ,italian,Aroma Trattoria,5,3.5,0
veku2cg2qaV-7MxwhOMBmg,british,Judge Roy Bean Public House,624,4.5,1
e4Pdsm59ErXJvFUmXIu9AQ,american,Kind,2,3.0,0
lynQoI3w_pzYfHGeuUU-Qg,chinese,Shu Jiao Fu Zhou Cuisine Restaurant,652,4.5,1
J4pAppaiXwCkbLOGc4wHww,mexican,Raines Law Room,1388,4.5,1
wGFSTTB6b4MHJJUzBnVJeg,thailand,Top Thai Greenwich,1065,4.5,1
sKIYGvENchifk1YwFe77pA,thailand,Saiguette,542,4.5,1
sGqKDtizXj3tg9jnAc9FeQ,american,K Rico Steakhouse,526,4.5,1
txSykTj5nbwmpiVNoK_Dyg,american,Blue Ribbon Brasserie - SoHo,895,4.5,1
JUPxlDVMxuRSsqMcH6RCVg,japanese,Mitsuwa Marketplace,1519,4.5,1
SduYUnNnuA93MVg4FrIguA,chinese,Happy Garden Chinese Restaurant,8,3.0,0
TBW3arqP85VbGqOlQ3PM1Q,chinese,West Side Wok,1,1.0,0
3NbhYebjZPjLTWZZyRuhsw,british,The Winslow,472,4.5,1
A_YpTLbAlEqeLVSs9bxbEA,american,Club A Steakhouse,2552,4.5,1
z5hRX3iJ5Ty_S38iG_WY3Q,mexican,Tanner Smiths,1460,4.5,1
B3_K2kUVbYOU0VaLcj_LTw,chinese,Thai Villa,2460,4.5,1
_FbFcCMBYQYvyJQp2-9S_A,american,Akira Restaurant,2,3.0,0
abZ-mEvF6Tj4hfyIg0lKwQ,italian,Vite Vinosteria,531,4.5,1
wSGZA3DOFSUvALZRKCM_Sw,japanese,Tanoshi Sushi Sake Bar,584,4.5,1
vvoYfgEf8_T17ZnONo5izw,mexican,Taqueria El Poblano,6,3.5,0
h3kZr9KVuzB9JKJCkWZjGw,american,The Garden Grill,9,3.0,0
xZ96vaoL-cQjfotmUKtjJQ,american,Barn Joo 35,1363,4.5,1
oe8GEFE4QLFAKt87y7zcgA,chinese,Very Fresh Noodles,739,4.5,1
JXcYD52B4190gIh6_RSXCg,mexican,Lilly's Craft and Kitchen,752,4.5,1
4Objcs7HXSGuzpb0SOa-Jw,american,Blue Hill,948,4.5,1
o5ERD8dqk0yEMvWvW6a9cA,japanese,Takoyaki,4,3.5,0
26E3j9l0XW_onVIUP-ThCw,british,Heidi's House By The Side Of The Road,569,4.5,1
06tnwnEQM2j9A6dC3HC_TQ,italian,Capizzi,733,4.5,1
dgU5NoylJVJ5rDZY_PezkA,japanese,Blackbeard Ramen,448,4.5,1
bQNqiix_9TgeFy2cbjms-Q,american,Express Brook,5,3.5,0
unWoFZeSWa0DK1YMekO_Uw,mexican,Trademark Taste + Grind,562,4.5,1
upEljMinfeX9q5jtZPSA0A,chinese,Meiya Kitchen,8,3.5,0
tFIiJ49W47o7QjXNpMtlGQ,mexican,Taqueria Izucar II,9,3.5,0
L3REPLCvQpMapYPd_fkS-A,mexican,Los Mariscos,470,4.5,1
xZ19F2iiWiA36LAS5PH_GA,chinese,Great Wall Kitchen,6,3.5,0
ckQo_h2SQn7GpqNSio6XFg,japanese,Torishin Kitchen,5,3.5,0
cUyfnb3E7HvzNfbTgTjl_Q,mexican,Despaña,542,4.5,1
gSkAfUFw_iM2CX2FqC6TwA,japanese,Sushi Time,472,4.5,1
dfm69NWJMqvLbQBKlaFd7w,chinese,Hung Chow Restaurant,4,3.0,0
3Gz07E5YJjDTJPSuzsAStQ,american,Ocean Prime,468,4.5,1
GrxbGiLMkl1jd665k1lbIQ,chinese,LULU Chinese,10,3.5,0
3GMHPnrkFAcqffw3T7JSdQ,thailand,Kitchen 79,542,4.5,1
s3I5FZ-4Awiyph58ijD8Xg,chinese,Oriental Chinese Restaruant,4,3.5,0
kJN998lZUKPbzYX3qSLc5Q,british,Channel 4 Restaurant,2,2.0,0
k5BZq7XdRFr4xMbZMMGxxg,mexican,Dos Toros,3,3.0,0
xrkXQcbqyS2T_YC7Box79w,japanese,My Sushi,6,3.5,0
M1VHR29gMNs3EavDXdE_PA,chinese,Momos & Buns,3,3.5,0
X5wyRbVV7x2OW-FxH5OokQ,american,Ambassador Grill & Lounge,5,3.5,0
DZaN3bNWfwcm__sNw5bvDg,mexican,Daniel,1506,4.5,1
vDkAtrkji4YatAoKbqF_Yg,chinese,Great Wall,3,3.5,0
zGAQqDu0Ak2khVYs9WdQxw,japanese,Sushi Nakazawa,1242,4.5,1
b6jOwyX4iaagw8YjXqq1sA,italian,Antonio's Trattoria,684,4.5,1
JlpVZdT1V-Pd5y3LH0xBPg,chinese,Dragon Palace,3,3.5,0
SP4bvMvxel_UPdof_er3HA,mexican,Taco Mahal,451,4.5,1
MNNpsRXe7Wt5m3Jla9Wk0w,mexican,The Alcove,671,5.0,1
Pm9g4v6bpq9_OEigK0jHYA,chinese,La Unica Caridad Restaurant,7,3.5,0
Qc_JU61t38zIfNvArgbX0g,american,City Slickers Diner,5,3.0,0
xsU6Gs5m89_u2d7G75s4dw,thailand,Yummy Yami,5,3.5,0
Xjswj531-FkRZPpcccU6kQ,mexican,Vida Verde,789,4.5,1
pGr5QuQU7Ur5GHLvXbT8bw,italian,Paulie Gee's,1158,4.5,1
LOSeyhiSWBPa6fS3H7xQMw,chinese,Silver Palace,7,3.5,0
SaYTVG7wHCMDBofHCgXPaA,italian,Dutch Freds,1200,4.5,1
O-zwQQV8AExgdPoJiqjpDg,thailand,Ba Xuyen,613,4.5,1
MJwyoXJrN7UmqWcWQ5rG1w,chinese,King Chef,6,3.0,0
ZD22cMZvSmfNsXS9vKizGA,british,Angel's Share,2004,4.5,1
MphfKkYFEe0BDQ6hZ0A5fA,italian,Gelso & Grand,708,4.5,1
veq1Bl1DW3UWMekZJUsG1Q,american,Gramercy Tavern,2727,4.5,1
qLLxS7RwNEjP_jq_KQrPfA,japanese,Traif,1811,4.5,1
4cNKwCO8XxaF2cz2s7jpZQ,chinese,Hui Fu Chinese Cuisine,7,3.0,0
xRiLLXjeM2wOvVTYJH2__A,italian,Barboncino Pizza & Bar,874,4.5,1
qLUH_0H8ct_DTSqrjwd3DQ,mexican,DORADO Tacos & Quesadillas,9,3.5,0
EMRVTED2AjIZnyGr9UsCKA,british,The Sports Bar,1,2.0,0
mESab-FqL5QqSVsnX72asQ,japanese,Zen Ramen & Sushi,972,4.5,1
fVbUVAiLiGgLA_nxBFxyww,american,Thursday Kitchen,1134,4.5,1
DMD9T2qmLopzy0JjQYtCag,chinese,Sunrise Chinese Restaurant,7,3.0,0
c2WVPQXP7NGvZVfUV9p9vA,japanese,Little Tokyo,4,2.5,0
hBGxI6aU6sT6080ZX4UeDw,mexican,Los Dos,1,3.0,0
jvo5yPFrcTfUdOlBqap5LA,chinese,China Gourmet,1,1.0,0
dpDbAqjIVWUOb1W-XBMKJw,american,Ardyn,7,3.5,0
FoR70YoGSb4_QavCe1WZEw,japanese,Beyond Sushi,901,4.5,1
WKDdD8Z17-P1XhkyJtDEFA,american,Johny's Luncheonette,847,4.5,1
8qSOz7oTPUUCafsMOBBNEQ,italian,Pisillo Italian Panini,530,4.5,1
qHi_FA4zSEkFshXQ4Chc9A,chinese,Jiang Diner,1,1.0,0
e9nKK7tldpI2o_9eHZ2y6g,mexican,Masa y Agave,6,3.5,0
ugIv_ylUdqRIlx6AD8lTJA,italian,Basso56,576,4.5,1
iAoHFfB_T8U31PhIzD-o_g,american,Mastro's Steakhouse,573,4.5,1
jnEv25Y2DosTq2sNnvmC9g,mexican,Los Tacos No.1,2622,4.5,1
rV3w5k9rvGl03XP4Fk2Puw,chinese,Lucky House,3,3.0,0
s3jou_L_LVYGkNHiuhjlew,mexican,Boucherie West Village,984,4.5,1
9EcqEGu_0POrIyOPJCC2Jw,chinese,New Dragon Restaurant,2,3.0,0
239gkHS4sotgrs7cK7QT-w,chinese,Empire Kitchen,3,3.5,0
LpVbI-E9C-CSp7WhU5h2Iw,chinese,Fishmarket Restaurant,488,4.5,1
0YE7vfpxTAiWvis8kpFGYw,japanese,New York Roll'n Katsu,2,3.0,0
jGwCWWUcSrDK1_i8s0kHeQ,chinese,Mr. Bing,1,2.0,0
9ZrI7ajuoLnW7Da60-2hAA,chinese,Yong Sheng Chinese Restaurant,5,3.5,0
WqjqHMozyW42XLTtLnKGag,mexican,La Pulperia Hell's Kitchen,697,4.5,1
sCdHhISHDQ34_j4Z3u8MWw,japanese,Izumi,6,3.5,0
qAGqfKduzNz76nQXSplbfQ,italian,Williamsburg Pizza,10,3.5,0
5a1e4YegoUkikCuU208w8w,chinese,De Yong Xing,1,3.0,0
FLM5Cqc_8Ht6jmrwWg0VhQ,japanese,Asaka Sushi,3,1.5,0
N39iw9BiwCE0MEmbS8XMcA,mexican,Burrito Bar & Cafe,7,2.0,0
WVps4Rw-FHgEUdwtH02t3w,chinese,Chung Lan Gardens,5,3.5,0
JlFbaMbMzsu7FA307mUIqg,thailand,JoJu,1492,4.5,1
j8cKSxr6aQ8qTx23FLyyiA,american,The Wayland,475,4.5,1
r--VG0XCkbqRx8-CDhzaLA,mexican,Superior Gourmet Marketplace,7,3.5,0
1ZKbUeFAs0ltSnAYq4ELKw,italian,Trattoria L'incontro,860,4.5,1
Ck09FempamAKGSPsV_bX-A,mexican,Xixa,534,4.5,1
gPBrWnGhvg1fCmT7Yh2vPQ,mexican,Cemitas Poblanas,3,3.5,0
Sg2IBsDJ_8BsO48IW2nBHA,chinese,Sea Star,3,3.5,0
jHd7KHMvpI53bZyL9UGTug,mexican,Oxido,10,2.5,0
ZZxYVgodx2TxbYwh-0YU1w,mexican,Taqueria Tlaxcalli,531,4.5,1
OpOwJYqJRgRnoBKKPYwdTQ,chinese,Double Dragon,5,3.0,0
UwOPkhqaHMR1JAECFFEA5Q,japanese,Anai Sushi,2,3.0,0
oRdM7n-AfBPBGAlH4Q0Sag,italian,My Pie Pizzeria Romana,643,4.5,1
6CyU130WwLre-uRfhi48oQ,chinese,Great Wall Restaurant,1,3.0,0
ADt4Wp-0XkSLXQ2nWoDnaw,chinese,Meetrice,10,3.5,0
TcuWyuZAORVnQBPCMNbTgw,japanese,Beyond Sushi,590,4.5,1
_gzXNKarTxagBp6_PkmQKw,british,Gotham Bar and Grill,1527,4.5,1
_fff8IsejG9-2cFbf-CnrA,mexican,Lupita's Restaurant,9,3.5,0
-dQexkmhlgbiKvZ94jBmjQ,british,Dear Irving,599,4.5,1
TBp9gdS6xEbSQqffVZ7iag,japanese,KazuNori  | The Original Hand Roll Bar,683,4.5,1
f-WgMe3tJWlawXNDQOR11g,japanese,Boil Boil Ramen,8,3.0,0
jsmHlpiJLfaPW3xvldRYjg,japanese,Izakaya,4,3.0,0
eA64YkTdF9QZwrPtXBBSkw,japanese,Tokyo Market,6,3.5,0
9YXvNE2jpEhA4k6M8WDH7A,mexican,Ñaño Ecuadorian Kitchen,496,4.5,1
rp8S7scxOkVVeG7dNneMGQ,italian,L'Artusi,1659,4.5,1
EZZh8594pRwAM1e_WVGeFA,mexican,Organic Mexican Food,4,3.5,0
xcJPCQeG3OgXWkgjB8avfQ,chinese,Amazed Palace,4,2.0,0
N9QzfD5sbkbnfdJk227L7g,chinese,U N Restaurant,2,3.5,0
ryvBsB9FrBBZDak87iGS1w,british,The Seafire Grill,1037,4.5,1
Ck4qyOc_m6uxz0uC3l-NTA,mexican,El Paso,2,3.0,0
diCW3Pj1PTVRSyol_d7cZw,japanese,Chef's Table at Brooklyn Fare,479,4.5,1
hgCYM-CETMxmNCerr2LrEQ,chinese,China Wok,7,2.5,0
sGd1ZiC4bW8m6TxxyhM_Pw,mexican,Tacos El Picosito,5,3.5,0
H7zi5B1g3kKd4WC8vItbKg,japanese,GoFish Sushi Box,2,3.5,0
6F9XOOr60g5fL46YOOhyRQ,british,British Airways Galleries Lounge,6,3.0,0
U3KLPBFdWlkqdrywf1lvug,mexican,Tacos San Lucas,3,3.5,0
